Image ID,Post ID,Ticket ID,Summary ,Image URL,Image Identifier,post Longitude,Post Latitude,main category,Cat option 1,Cat option 2,Cat option 3,Cat option 4,url working
526,2383,NGLAG124847,"The picture captured stagnant water located in onire at Ojo, Lagos. Even though, this is dry season the area is still comprised of stagnant dirty water in the location as a result of poor drainage system.",http://rrci.rarare.com/photos/2383.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM4My4xLm1vYmlsZS5qcGVn,3.157966,6.45791,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
527,2382,NGLAG797599,Please let our researchers work on this newly discovered infectious disease in Benue state before it becomes a national epidemic.  The strange sickness is said to be ravaging Oye Obi in Obi Local Government Area of Benue State. At least 4 are dead and 15 have been hospitalized,http://rrci.rarare.com/photos/2382.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM4Mi4xLm1vYmlsZS5qcGVn,3.489461,6.423014,risk of disease outbreak,abandoned wasteland,public locale is dirty,"pollution - streams, rivers, lakes",rubbish on the street,TRUE
528,2381,NGOGU512019,Cigarettes should be disposed properly. A fire outbreak was almost an inferno Today at lafenwa market in Ogun state. It was discovered that it was initiated by a wrongly disposed used cigars. ,http://rrci.rarare.com/photos/2381.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM4MS4xLm1vYmlsZS5qcGVn,3.321265,7.153647,risk of fire outbreak - property,,,,,TRUE
529,2380,NGAKW238561,"Artificial refuse dump created here at udoro Rd, since the government have refused to provide dumpters for the town. This should be cleared up by the government and dumpsters provided",http://rrci.rarare.com/photos/2380.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM4MC4xLm1vYmlsZS5qcGVn,7.562641,5.145236,public locale is dirty,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,waste management,TRUE
530,2379,NGOYO326833,"This is the picture of a major road in Ibadan, the place is called Awolowo. The road is very dirty and unhealthy due to the debris thrown on it. Sanitation workers in the region are hereby called upon to do necessary cleaning so that the place will be free of dirt.",http://rrci.rarare.com/photos/2379.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM3OS4xLm1vYmlsZS5qcGVn,3.883333,7.433333,public locale is dirty,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,waste management,TRUE
531,2378,NGOYO285294,"In the picture is a drainage that has gotten damaged on one end, it is located along Sango market in Ibadan, because of the damage caused it would no longer be able to contain the water it was designed to contain. The repair of this drainage needs to be carried out urgently by the government so that the road will be pliable during rainy season and also to avoid flooding of the road.",http://rrci.rarare.com/photos/2378.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM3OC4xLm1vYmlsZS5qcGVn,3.94704,7.377536,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
532,2377,NGOYO792082,"Here is a picture of a street light that has been vandalized, it is located at Elewure junction in Ibadan. The street lights were powered independently by solar means, now they are no longer functioning due to improper maintenance. The government is thereby called on to do the needful in maintaining every infrastructure put in place for the citizens benefit.",http://rrci.rarare.com/photos/2377.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM3Ny4xLm1vYmlsZS5qcGVn,3.839738,7.353289,street light,defective traffic light,security issue,electricity,graffiti report,TRUE
533,2376,NGOYO495222,In the picture is a drainage along Sango - Awolowo road. Wastes are always deposited into it and this will cause flooding during rainy season. The Government is employed to help solve the problem before rain comes.,http://rrci.rarare.com/photos/2376.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM3Ni4xLm1vYmlsZS5qcGVn,3.883333,7.433333,flooding,,,,,TRUE
534,2375,NGOYO322457,"The drainage in this picture leads to the river in Osuntokun from Elewure in Ibadan. The wastes in it are generated from a restaurant at Elewure junction. The drainage therefore, can harbour parasitic organisms that can cause diseases to man. The befitting governmental agency that enhance environmental safety is hereby called upon to act fast so as to make the environment save",http://rrci.rarare.com/photos/2375.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM3NS4xLm1vYmlsZS5qcGVn,3.861713,7.339188,risk of disease outbreak,abandoned wasteland,public locale is dirty,"pollution - streams, rivers, lakes",rubbish on the street,TRUE
535,2374,NGOYO404350,In the picture is a road that leads to Awolowo from Elewure junction. The road is gradually having defects and as time goes on it will span to the other edge of the lane. Concerned governmental authority is hereby urged to rise and do necessary amendments so that the road will not become a bad one.,http://rrci.rarare.com/photos/2374.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM3NC4xLm1vYmlsZS5qcGVn,3.839738,7.353289,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
536,2373,NGOYO448967,"Burning of debris and waste are activities common to Sango people and the environ at large, the inhabitants of the community do not care about the danger of burning anything in the neighbourhood. The burning of these wastes causes the emission of carbon ii oxide into the atmosphere and this is dangerous if taken in by man. The people in this community have to be cautioned or fined so as to abolish this act.",http://rrci.rarare.com/photos/2373.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM3My4xLm1vYmlsZS5qcGVn,3.883333,7.433333,"pollution - streams, rivers, lakes",,,,,TRUE
537,2372,NGLAG701077,"Here is the road that leads from Elewure to Locco street in Ibadan. There are several portholes on the road and they need to be repaired so as to counter traffic jam, motorcycle accidents and air pollution. The Local Government Authority is hereby called on to take necessary steps and measures in putting the road in good shape.",http://rrci.rarare.com/photos/2372.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM3Mi4xLm1vYmlsZS5qcGVn,3.489395,6.42494,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
538,2371,NGOYO885990,"In the picture is a football field close to housing cooperation of Oyo State. The wastes in this area not properly managed, They are left for days in the open before burning them. All concerned authorities are hereby called upon to  sensitise the people in the area on how to manage wastes.",http://rrci.rarare.com/photos/2371.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM3MS4xLm1vYmlsZS5qcGVn,3.902729,7.418317,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
539,2370,NGOYO516057,In the picture is a street at Osuntokun in Ibadan. Jettisons are always kept on the street and this makes the street looks dirty at all times. The residents of the area are hereby enjoined to keep the street clean from dirt.,http://rrci.rarare.com/photos/2370.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM3MC4xLm1vYmlsZS5qcGVn,3.904981,7.422336,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,TRUE
540,2369,NGLAG476167,In the picture is a street at Osuntokun in Ibadan. Jettisons are always kept on the street and this makes the street looks dirty at all times. The residents of the area are hereby enjoined to keep the street clean from dirt.,http://rrci.rarare.com/photos/2369.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM2OS4xLm1vYmlsZS5qcGVn,3.489395,6.42494,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,TRUE
541,2368,NGOYO947510,"The building in this picture is situated at Mokola in Ibadan, it is undergoing gradual dilapidation by itself. The occupants have vacated the structure but it is still hazardous to people who pass by the building. Governmental authorities are hereby notified of the present situation so as to take necessary measures to avoid accident.",http://rrci.rarare.com/photos/2368.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM2OC4xLm1vYmlsZS5qcGVn,3.889435,7.405651,building construction,obstruction of public road,potholes - safety hazard,irregular construction,illegal road block,TRUE
542,2367,NGOYO948576,"In this picture is the external part of a restaurant at Awolowo junction in Ibadan, the wastes are collected but not properly kept before disposition. Some of the wastes are being carried by air into the drainage. The government is hereby called upon to caution the establishment from continuing in such act.",http://rrci.rarare.com/photos/2367.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM2Ny4xLm1vYmlsZS5qcGVn,3.877893,7.388066,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
543,2366,NGOYO966784,"The place in this picture is a public place along Osuntokun Avenue in Ibadan. The area is full of dirt and thereby causing an environmental anomaly. The governmental organisation that cleans the environment is hereby called upon to do justice to this area so as to have  a clean, save and healthy environment.",http://rrci.rarare.com/photos/2366.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM2Ni4xLm1vYmlsZS5qcGVn,3.904981,7.422336,public locale is dirty,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,waste management,TRUE
544,2365,NGOYO325093,"In this picture is a drainage along Elewure - Housing road, All sort of debris are been deposited into it. This would eventually leads to flooding during the raining season. All emergency agencies are hereby called on to help take preventive measures so as to avoid flooding.",http://rrci.rarare.com/photos/2365.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM2NS4xLm1vYmlsZS5qcGVn,3.839738,7.353289,flooding,,,,,TRUE
545,2364,NGOYO661061,"The traffic jam experienced here at Sango/UI road in Ibadan is always caused due to the unavailability of traffic light, during the day traffic wardens are always there to control it but in the night there is always gridlock because the traffic wardens would have left the place. The government is hereby called upon to repair the already installed traffic lights in the area.",http://rrci.rarare.com/photos/2364.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM2NC4xLm1vYmlsZS5qcGVn,3.883333,7.433333,traffic jam,,,,,TRUE
546,2363,NGOYO605420,"This picture is showing a location in Locco street, Elewure, Ibadan. Waste water is not properly taken care of and this is exposed to the public, it causes irritation to passersby. The government is therefore called upon to assist in implementing and enforcing laws that will guide landlords in constructing drainages.",http://rrci.rarare.com/photos/2363.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM2My4xLm1vYmlsZS5qcGVn,3.861713,7.339188,risk of disease outbreak,abandoned wasteland,public locale is dirty,"pollution - streams, rivers, lakes",rubbish on the street,TRUE
547,2362,NGOYO682458,"These are street lights that just got installed late last year in Sango, Ibadan. Some of them are no longer functioning and this is a beginning of lack of maintenance. The government s therefore called upon to look into the problem as soon as possible so that the area will not go back into darkness.",http://rrci.rarare.com/photos/2362.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM2Mi4xLm1vYmlsZS5qcGVn,3.889435,7.405651,defective traffic light,street light,security issue,electricity,graffiti report,TRUE
548,2361,NGOYO149511,"The transformer here belongs to Sango community in Ibadan. It does not work properly anymore, it causes electric surge Mand sparking. It is even a threat to human lives because a cable can cut off and land on people when it sparks. Therefore, the government and concerned authorities are called upon to help solve the ordeal.",http://rrci.rarare.com/photos/2361.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM2MS4xLm1vYmlsZS5qcGVn,3.883333,7.433333,defective transformer,electricity,street light,defective traffic light,poor mobile network service,TRUE
549,2360,NGOYO986082,Here is a truck that has been abandoned in Sango - Mokola expressway for a long time. It causes traffic jam during rush hour and it also does not aid pedestrians to walk freely. The government should help in towing away the vehicle so that traffic jam issues will be abolished.,http://rrci.rarare.com/photos/2360.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM2MC4xLm1vYmlsZS5qcGVn,3.883333,7.433333,abandoned truck,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
550,2359,NGOYO655032,"This is a river in Bodija, Ibadan. The river suppose to be flowing but it has been blocked by debris thrown into it. The river stinks and harbors both insects and reptiles. The government should please help to make it flow and always put a check on it by assigning a body to do so.",http://rrci.rarare.com/photos/2359.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM1OS4xLm1vYmlsZS5qcGVn,3.914309,7.43506,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
551,2358,NGLAG657243,"Shonekan, Olaoparun, and other communities  lack electricity in Ifo local government, Ogun state.   Shonekan, Olaoparun, Aboki-Ifa... are rural areas in Ifo local government after Oyero Village, Ijoko, Ogun state.   These areas have never experience electricity over ages, which means they're finding it difficult to enjoy the dividend of democracy because of bad roads and most especially power supply (electricity).  The sources of power supply in these communities are generator popularly known as 'I beta My Neighbours'. These generator set are highly dangerous to human health with a lot of consequences.  We urge the Ogun state government to urgently come to the rescue of these communities because they're struggling to generate powers by themselves by contributing to erect electric-pole and purchase transformers.   The newly inaugurated Transition Committee in Ifo local government should also arise to the needs of people living in Shonekan, Olaoparun, etc. because their standard of living is below average.",http://rrci.rarare.com/photos/2358.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM1OC4xLm1vYmlsZS5qcGVn,3.489275,6.423389,electricity,poor mobile network service,defective transformer,street light,security issue,TRUE
552,2357,NGAKW535487,"This is an abandoned in the heart of town leading to the main market at market Rd, the government should assist to put it in order before the rain set in again",http://rrci.rarare.com/photos/2357.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM1Ny4xLm1vYmlsZS5qcGVn,7.925786,4.641552,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
553,2356,NGKOG936992,This is somewhere in Kogi where the road is no longer the government concern as they make fortune out of it. It’s painful that journey that is supposed to take less than an hour now take more than an hour  The condition of this road is bad such that there is flood during the rainy session. We call on the government of Kogi state to do the needful in the interest of the people ,http://rrci.rarare.com/photos/2356.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM1Ni4xLm1vYmlsZS5qcGVn,6.691332,7.738965,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
554,2355,NGEDO807143,I’ll want to give kudos to Edo state government for thinking in the direction of demolition of all building construction unlawfully situated by the road side. This will give room for infrastructure development and social amenities.   Meanwhile this will also serve as a lesson for every other persons to involve necessary quarters before building construction.,http://rrci.rarare.com/photos/2355.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM1NS4xLm1vYmlsZS5qcGVn,5.930406,6.634183,rave,customer service,,,,TRUE
555,2353,NGAKW959365,This is the popular Atok market where people have left selling inside the market to sell on the road causing a whole lot of pollution and obstructions.The government should put a stop to this and put a law aganist road selling here.,http://rrci.rarare.com/photos/2353.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM1My4xLm1vYmlsZS5qcGVn,7.723303,5.181303,obstruction of public road,,,,,TRUE
556,2352,NGAKW477522,It is appalling that there's no place to dump refuses and wastes in ikot Ekpene that people result in dumping refuse in front of their homes to dry so that there are burnt. The government should please provide dumpsters at strategic places.,http://rrci.rarare.com/photos/2352.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM1Mi4xLm1vYmlsZS5qcGVn,7.774874,5.127529,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
557,2351,NGAKW894318,"This is the drainage system in ikot ebieyem, that filths and dirts have blocked. There is always flooding with any little rain. The Government should come to our aid to open up the drainage and maybe put people in charge to checkmate this problem.",http://rrci.rarare.com/photos/2351.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM1MS4xLm1vYmlsZS5qcGVn,7.723303,5.181303,flooding,,,,,TRUE
558,2350,NGLAG713685,"We want the government be informed about the condition of obalende under bridge. We believe it should be the government concern on the health of fellow Lagosian and seeing the condition of the bridge, it can be said to be dangerous and not befitting for Lagos.  We want the state government to do the needful",http://rrci.rarare.com/photos/2350.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM1MC4xLm1vYmlsZS5qcGVn,3.412767,6.449636,open sewage pits,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
559,2349,NGOYO724626,"There was a raging fire at the early hours of today (Tuesday) along Akala Express Road in ibadan State.  The fire which broke out from another shop along the roadside burnt some houses and shops within the community destroying valuables.  It’s believed that majority of the shops which are close to a popular 'Club 360' along Akala Expressway, Elebu were also consumed by the fire.  Firefighters and police have arrived to put out the fire ",http://rrci.rarare.com/photos/2349.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM0OS4xLm1vYmlsZS5qcGVn,3.956615,7.440491,risk of fire outbreak - property,,,,,TRUE
560,2347,NGOND267874,"Ondo State Governor, Arakunrin Oluwarotimi Akeredolu, SAN, has restated his administration's plan to revitalise tourism in the state by building a cable car at Idanre Hills.   Governor Akeredolu stated this while responding to a twitter user who asked the Governor to build a cable car in Akure, the state capital.   In his tweets ""Idanre first. The views of Idanre Hills from a cable car would be quite spectacular. It is a key piece of our tourism revitalization plans. #DevelopOndo"".  ",http://rrci.rarare.com/photos/2347.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM0Ny4xLm1vYmlsZS5qcGVn,5.102726,7.103123,rave,customer service,,,,TRUE
561,2344,NGLAG491928,The ban of tricycle and bikes in Lagos State has left so many pedestrians who depended so much on it as a means of transportation angry.  The ban which started on the 1st of February made both the riders and pedestrians to protest on the street of Lagos.  But one sight that caught the attention of many was the CMS busstop which is usually filled up with tricycles looked so empty as at now. ,http://rrci.rarare.com/photos/2344.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM0NC4xLm1vYmlsZS5qcGVn,3.390248,6.450277,defective public transport,,,,,TRUE
562,2343,NGLAG861675,Some students were pictured behind a truck in Ajah going to school behind a truck who helped the out as they couldn't get Keke Napep or Okada that would take them.  This is due to the ban on Keke Napep and Okada in Lagos State by the government which started on the first day of February.,http://rrci.rarare.com/photos/2343.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM0My4xLm1vYmlsZS5qcGVn,3.56373,6.467956,defective public transport,,,,,TRUE
563,2342,NGLAG715795,"At least three persons have been feared killed after a fight broke out between Commercial Motorcyclists and Policemen at Ijora in Apapa, Lagos. . The fight which started around 9:30am, was said to have led to destruction of vehicles and other properties in the area. Policemen had gone to the port community to enforce the State Government's ban on commercial cycles but met stiff resistance from the operators who had earlier vowed to unleash Mayhem in protest against the new order. . At the time of this report, security has been reinforced and several motorcycles seized.",http://rrci.rarare.com/photos/2342.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM0Mi4xLm1vYmlsZS5qcGVn,3.364084,6.45528,defective public transport,,,,,TRUE
564,2341,NGLAG827513,It is no longer a news that bikes and keke napep has been banned including the popular OPay and Gokeda. This morning people were seen trekking to their different place of work.,http://rrci.rarare.com/photos/2341.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM0MS4xLm1vYmlsZS5qcGVn,3.320892,6.617973,defective public transport,,,,,TRUE
565,2340,NGLAG446364,"It was all outpouring of emotions and joy, at the Banquet Hall of the State House in Alausa on Friday when Lagos State Governor, Mr. Babajide Sanwo-Olu, presented keys to beneficiaries of his administration’s maiden rent-to-own housing scheme.  Governor Sanwo-Olu allotted all the apartments of the Lateef Kayode Jakande Housing Estate in Igando to 492 families certified by the State’s Mortgage Board to benefit from the scheme. The allocation came four months after the housing estate was completed by the Sanwo-Olu administration.  Sanwo-Olu described the development as “a promise kept ahead of time”, noting that his administration’s modified rent-to-own housing scheme took off earlier than expected.  The Governor reiterated that provision of decent homes for a large number of residents across the State remained a key thrust of his administration’s social intervention scheme, stressing that his Government had introduced a simple mortgage model to expand the opportunity to low-income families.  He disclosed that the Government would be delivering additional 360 homes in Igbogbo, 744 homes in Sangotedo, 660 homes in Agbowa and 680 apartments in Egan Igando.  A beneficiary, Sonoiki Idowu, who was once one-day Governor in Lagos, could not hide his joy after being presented with the key to his apartment.  In my own opinion I feel the state government needs to do more on housing scheme so that we can reduced number of people without a roof",http://rrci.rarare.com/photos/2340.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjM0MC4xLm1vYmlsZS5qcGVn,3.489568,6.423389,rave,customer service,,,,TRUE
567,2307,,"congested houses at the river bank, the people that lives there dump refuses and waste products there, which is polluting the water",http://rrci.rarare.com/photos/2307.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjMwNy4xLm1vYmlsZS5qcGVn,3.399589,6.540873,"pollution - streams, rivers, lakes",,,,,TRUE
569,2279,,"The deplorable state of sanitation and health risk needs to be addressed very quickly. Disease outbreak a major concern, and affected residents need support",http://rrci.rarare.com/photos/2279.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI3OS4xLm1vYmlsZS5qcGVn,3.341308117,6.632669926,flooding,,,,,TRUE
571,2243,,"Sections of 3rd mainland bridge, now a tragedy waiting to happen. The bridge is falling apart and requires urgent attention to protect public lives",http://rrci.rarare.com/photos/2243.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI0My4xLm1vYmlsZS5qcGVn,3.378824234,6.598408699,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
572,2270,,The roads in Ado Ekiti are in terrible states. Oke ila road leading to Ajibade lane from Housing Estate is not motorable thereby making life hard for residents. We call on the government to fix them.,http://rrci.rarare.com/photos/2270.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI3MC4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
573,2269,,The roads in Ado Ekiti are in terrible states. Oke ila road leading to Ajibade lane from Housing Estate is not motorable thereby making life hard for residents. We call on the government to fix them.,http://rrci.rarare.com/photos/2269.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI2OS4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
574,2268,,The roads in Ado Ekiti are in terrible states. Oke ila road leading to Ajibade lane from Housing Estate is not motorable thereby making life hard for residents. We call on the government to fix them.,http://rrci.rarare.com/photos/2268.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI2OC4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
575,2267,,The roads in Ado Ekiti are in terrible states. Oke ila road leading to Ajibade lane from Housing Estate is not motorable thereby making life hard for residents. We call on the government to fix them.,http://rrci.rarare.com/photos/2267.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI2Ny4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
576,2266,,The roads in Ado Ekiti are in terrible states. Oke ila road leading to Ajibade lane from Housing Estate is not motorable thereby making life hard for residents. We call on the government to fix them.,http://rrci.rarare.com/photos/2266.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI2Ni4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
577,2265,,The roads in Ado Ekiti are in terrible states. Oke ila road leading to Ajibade lane from Housing Estate is not motorable thereby making life hard for residents. We call on the government to fix them.,http://rrci.rarare.com/photos/2265.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI2NS4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
578,2264,,The roads in Ado Ekiti are in terrible states. Oke ila road leading to Ajibade lane from Housing Estate is not motorable thereby making life hard for residents. We call on the government to fix them.,http://rrci.rarare.com/photos/2264.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI2NC4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
579,2263,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2263.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI2My4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
580,2262,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2262.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI2Mi4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
581,2261,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2261.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI2MS4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
582,2260,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2260.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI2MC4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
583,2259,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2259.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI1OS4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
584,2258,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2258.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI1OC4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
585,2257,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2257.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI1Ny4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
